#,ID,Dimension,Country,Text,Label Primary,Label Manual,Notes
184,763074,gender,in,"The Supreme Court on Tuesday refused to entertain applications seeking recall of its judgment delivered on April 26 , 2023 , which held that Ayurved doctors can not claim equal pay as Allopathy doctors .",ANTI_EQUALITY,ANTI_EQUALITY,
185,112522,gender,ie,"Just like bringing free internet to developing countries , gender equality of course sounds like a sane , rational , and ethical proposal , but whatever beauty may lay on the surface , the ugliness lurks beneath .",ANTI_EQUALITY,ANTI_EQUALITY,
186,411861,gender,ie,"In my opinion , a snapshot of our gender biases is captured in Article 41.2 of our Constitution : The State shall , therefore , endeavour to ensure that mothers shall not be obliged by economic necessity to engage in labour to the neglect of their duties in the home .",ANTI_EQUALITY,ANTI_EQUALITY,
187,389966,gender,gh,"Girls who like to play football can go ahead to play but it should in no way be seen as empowering women because , in the real sense , it does n't .",ANTI_EQUALITY,ANTI_EQUALITY,
188,211386,gender,za,"Some leading members of the country 's powerful and austere Sunni Muslim clergy have argued against women being allowed to drive , which they say could lead to them mingling with unrelated men , thereby breaching strict gender segregation rules .",ANTI_EQUALITY,ANTI_EQUALITY,
189,156829,gender,ng,Without these women we wo n't be able to do the things other women see as basic things if she wants to see what gender inequality is I suggest she sees what happens with the women in Saudi .,ANTI_EQUALITY,ANTI_EQUALITY,
190,695854,gender,ca,"Whether they 're just disappointed in feminism 's promises or they 're outright rejecting it , the F-word -- and its insistence on equal pay for equal work -- is persona non grata in trad households .",ANTI_EQUALITY,ANTI_EQUALITY,
191,621873,gender,my,"One possible reason behind CDPR 's decision is said to be due to the school 's link with Ordo Iuris , an ultra-conservative Catholic organisation , known in Poland for its stance towards abortion , the LGBTQ+ community , and its rejection of gender equality .",ANTI_EQUALITY,NEUTRAL,
192,175269,gender,us,"Even if the university in the case was not motivated panel , a university that adopts , even temporarily , a policy of bias favoring one sex over the other in a disciplinary dispute , doing so in order to avoid liability or bad publicity , has practiced sex discrimination .",ANTI_EQUALITY,ANTI_EQUALITY,
193,147455,gender,au,She grotesquely characterises Clinton 's role as secretary of state under the Obama administration as creating unprecedented centralisation of gender equality strategies to foreign policy .,ANTI_EQUALITY,PRO_EQUALITY,
194,344910,gender,us,"In a letter to Kohavi , Maoz termed the army 's spirit as fatally wounded , saying that foreign spirits and agendas are damaging and eating Maoz blamed gender equality for this supposed damage , saying that such issues occupy too much of the army 's agenda , weakening morale .",ANTI_EQUALITY,NEUTRAL,
195,81729,gender,gb,"Forget women getting the vote or smashing the glass ceiling in FTSE 100 board rooms , according to Vernon the zenith of modern feminism is going out with a hot , young , hardbodied bloke in his twenties .",ANTI_EQUALITY,ANTI_EQUALITY,
196,300161,gender,gb,"She does not deny that gender discrimination exists , but in an interview last year , she suggested that women who think they have been discriminated against should find a way around it rather than complaining .",ANTI_EQUALITY,ANTI_EQUALITY,
197,678621,gender,au,"A spokesman from the Ministry of Virtue and Vice said the ban was being introduced because people were ignoring gender segregation orders and that women were not wearing the required headscarf , or hijab .",ANTI_EQUALITY,NEUTRAL,
198,449825,gender,in,"Khosla is an alumnus of the Indian Institute of Technology a news article from 2017 , in which Khosla was quoted as saying that gender discrimination was rarer among venture capitalists than in other industries .",ANTI_EQUALITY,ANTI_EQUALITY,
199,109770,gender,us,But comments by two men at one of the biggest tournaments on the tour suggest they do n't agree with the sport 's equal pay .,ANTI_EQUALITY,NEUTRAL,
200,164554,gender,us,He also tweeted opposition to transgender individuals being permitted to use bathrooms that align with their gender identity -- a right that Barack Obama 's Education Department enforced under civil rights law that bars sex-based discrimination in federally funded programs .,ANTI_EQUALITY,ANTI_EQUALITY,
201,736721,gender,us,"French film producer Juliette Favreul Renaud , a former committee member of France 's Collectif 50/50 gender equality group , was acquitted by a Paris court on Tuesday of charges of sexually assaulting an actress .",NEUTRAL,NEUTRAL,
202,181496,gender,us,"Cities on Doximity 's list of the highest gender pay gaps include both conservative and liberal cities , but the clear majority of the cities were ones that went strongly in favor of both President Barack Obama in 2008 and 2012 and Hillary Clinton in 2016 .",NEUTRAL,NEUTRAL,
203,403925,gender,nz,"Most people would like to know the truth , she said on a panel called Women in Finance : Breaking Through the Glass Ceiling .",NEUTRAL,NEUTRAL,
204,582485,gender,ng,"In 2020 , global Nigeria global gender gap index fluctuated substantially in recent years , it tended to increase through 2006 -- 2020 period ending at 0.63 index in 2020 .",NEUTRAL,NEUTRAL,
205,402289,gender,gb,"I think we need to empower women so we 're proud of our age and however old you are , you just own it .",NEUTRAL,NEUTRAL,
206,189042,gender,ca,"In 10 nations , including half the European countries surveyed , there was a gender gap , with far more men than women approving of the U.S.",NEUTRAL,NEUTRAL,
207,811183,gender,us,"When choosing co-founders , entrepreneurs have a gender gap One of the most important decisions an entrepreneur can make when launching a business is choosing the right co-founder .",NEUTRAL,NEUTRAL,
208,844686,gender,in,"It has also led to a massive gender gap in the talent pool Over the years , HR has undergone a massive transformation and has branched into management , compliance and business strategy as well , becoming one space where both genders have equal opportunities .",NEUTRAL,NEUTRAL,
209,57592,gender,us,"FUKUSHIMA--Fukushima Prefecture 's population has declined by 5.7 percent since 2010 , its largest recorded drop and the cause of a widening gender gap in some 25 .",NEUTRAL,NEUTRAL,
210,250531,gender,nz,"The IPAT equation -- Impact = Population x Affluence x Technology -- developed in the 1970s , is where the explanation for the relationship between gender equality and climate change lies .",NEUTRAL,NEUTRAL,
211,153457,gender,za,"In other words , we can not assume that the candidacy of Dlamini-Zuma will rouse South Africa 's women into coming out in droves to support her , even if she does perform an explicitly pro-woman or pro-gender equality campaign .",NEUTRAL,NEUTRAL,
212,352285,gender,us,"The same individual may vigorously defend the capitalist economic system and the traditional , gendered division of labor within the family , but not the federal government -- or vice versa .",NEUTRAL,NEUTRAL,
213,787268,gender,us,"The survey also spotlights a widening gender gap , with women backing Biden 58%-36% , up 10 points from December , and men supporting Trump 53%-42% , which is mostly unchanged from last to keep an eye on .",NEUTRAL,NEUTRAL,
214,385963,gender,pk,"One can take the example of the World Economic Forum 's annual gender gap index , which ranks countries with respect to gender parity .",NEUTRAL,NEUTRAL,
215,35380,gender,in,"Another major suggestion of the committee would be that every single automobile producer in the country must be mandated by law to open a driving instruction school as most of the violations , two parliamentary panels on Home and Women Empowerment had also looked into the gang-rape issue had summoned the Commissioner of Police .",NEUTRAL,NEUTRAL,
216,281166,gender,us,"Families may once have been larger and more stable , but domestic violence , child abuse , gender inequality , and the stigma attached to the unmarried and to same-sex couples were far greater .",NEUTRAL,NEUTRAL,
217,575106,gender,sg,"Background to Raeesah 's admission of lying During a parliamentary debate on empowering women on 3 August , Raeesah had said that she accompanied a 25-year-old woman to make a police report three years ago and that the woman came out of the police station crying and alleged that the officers there had made comments about her dressing , and that she was drinking .",NEUTRAL,NEUTRAL,
218,244083,gender,us,"While a culture that promotes more gender equality and tolerates less harassment and sexual violence is a goal that most can agree on , figuring outhow to express solidarity for those ideals while wrestling with the flaws of these movements can be a much more complex calculation for women of color .",NEUTRAL,NEUTRAL,
219,222080,gender,my,"Her focus on gender equality has taken her into politics , however , notably when she described US President Donald Trump She will have to be more careful now she is part of the royal family , which royals themselves reportedly refer to as The Firm .",NEUTRAL,NEUTRAL,
220,630595,gender,in,Sandberg wrote in Lean In that she would steer mostly clear of structural barriers to gender equality because she believed that those very real impediments had been covered extensively elsewhere .,NEUTRAL,NEUTRAL,
221,344990,gender,us,"Lhamon 's nomination is the latest example of the White House steering civil rights policy back toward the Obama administration 's approach and is likely to please advocacy groups for victims of sexual assault and civil senators who have said that the Obama administration 's Education Department overreached with its directives on Title IX , the gender equity law .",NEUTRAL,NEUTRAL,
222,220851,gender,in,The number of places that India has lost in the 2017 edition of the Global Gender Gap Report released by the World Economic Forum .,NEUTRAL,NEUTRAL,
223,830929,gender,ng,But the judge said the equal pay claims -- the central plank of the case -- had been dismissed because there was evidence the women had turned down an offer to be paid along the lines of the US men 's team .,NEUTRAL,NEUTRAL,
224,824129,gender,ph,"Nevertheless , the same index showed that the Philippines now ranked 25th among 146 in terms of closing the gender gap -- a far cry from its sixth placing when the report was first launched in 2006 .",NEUTRAL,NEUTRAL,
225,479833,gender,za,"Ideally I would want more women , but I 'm not going to set a quota for women because I do n't believe in quotas .",NEUTRAL,ANTI_EQUALITY,
226,401452,gender,ca,"Yet , he has shown very little to no respect for personal choice made the push for gender equality a top priority for his Liberal government .",NEUTRAL,NEUTRAL,
227,616529,gender,au,The 62-year-old Staffieri was interviewed by officers from Professional Standards Command on April 26 over a post he with Gender Equality and Inclusion Command .,NEUTRAL,NEUTRAL,
228,771855,gender,us,"Within the discourse has also emerged a clear gender divide , with mostly men claiming an emotional attachment to their yellow pillows and women questioning whether they know how to throw a pillow in the wash .",NEUTRAL,NEUTRAL,
229,482373,gender,in,"For example : Allowing women to work night shifts in the name of gender equality , hiking working hours from 8 to 10 or 12 hours in private companies .",NEUTRAL,NEUTRAL,
230,717956,gender,ng,"Also speaking on the conversation , Nkemdilim Uwaje Begho , the Chief Executive Officer , Futuresoft , noted the need to build relationships with men in the room as a practical approach to dealing with gender bias in the workplace .",NEUTRAL,NEUTRAL,
231,339692,gender,gb,"In Saudi Arabia , gender segregation in malls allows women to engage in a multitude of social and consumerist activity in the comfort of other women .",NEUTRAL,NEUTRAL,
232,796354,gender,in,"The litigation was filed under under Title IX , the federal law that protects against sex discrimination in education and often overlaps with Clery .",NEUTRAL,NEUTRAL,
233,616740,gender,au,"The identities of those who received its ill-gotten gains are held tighter than the nuclear Workplace Gender Equality Agency is committed to making its data as accessible and usable as possible , subject to the relevant legislation .",NEUTRAL,NEUTRAL,
234,800167,gender,us,"In Afghanistan , the Taliban took power in August 2021 and imposed its interpretation of Islamic law with decrees that included rules for women 's clothing , men 's facial hair and gender segregation .",NEUTRAL,NEUTRAL,
235,519043,gender,ie,"The review of Trinity 's gender equality structures stated that the TCGEL Director is at retirement age making a transfer of leadership necessary , but the personal expertise should be preserved .",NEUTRAL,NEUTRAL,
236,36448,gender,gb,"I suppose she supports the right of women to vote , get an education , have a career and drive a car , but where does she draw the line -- at equal pay , or divorce ?",NEUTRAL,NEUTRAL,
237,329795,gender,us,"( Erin Scott/Reuters ) President Biden on Monday is expected to sign an executive order directing the Department of Education to review Trump-era changes to Title IX regulations that prohibit sex discrimination in federally funded institutions , including rules governing how colleges and universities handle allegations of sexual assault .",NEUTRAL,NEUTRAL,
238,303741,gender,us,"In my interviews , I identified four ways in which people made sense of this mismatch between their support for gender equality and the denial that rationalization is that gender inequality exists elsewhere , perhaps at another organization such as a competitor or in a different country .",NEUTRAL,NEUTRAL,
239,143964,gender,lk,All that is now lacking is some foreign funded women 's NGO holding placards for gender equality to demand the same commemorative status for LTTE Dhanu !,NEUTRAL,NEUTRAL,
240,41187,gender,pk,"Tunisia , whose ruling coalition is headed by the Islamist party Ennahda , has the most liberal laws in the Arab world governing women 's rights , although gender equality has yet to be inscribed in the new constitution .",NEUTRAL,NEUTRAL,
241,850926,gender,bd,"In two national surveys conducted by The New York Times and Siena College recently , the gender gap among young Americans was stark , with young women backing Vice President Kamala Harris by 42 percentage points , and young men favoring Trump by 12 points .",NEUTRAL,NEUTRAL,
242,138586,gender,nz,"It 's always been hard for female glass-ceiling shatterers , but let 's not forget about the men Mostly , the job of first lady means always being on display .",NEUTRAL,NEUTRAL,
243,761992,gender,gb,Mr Hockaday went on to claim he had felt quite intimidated on a previous occasion at a Labour Group meeting after being asked about equal pay liabilities by was highly inappropriate to be sharing some of that in the context of that meeting .,NEUTRAL,NEUTRAL,
244,555511,gender,us,"BlockFi 's research shows that the gender gap in cryptocurrency exceeds similar gaps in traditional investments such as equities , exchange-traded funds , mutual funds or real estate .",NEUTRAL,NEUTRAL,
245,419000,gender,au,"Advertisement Related Quotes Bad behaviour gender divide So much about high-school life today looks very different than it did in the 1980s , or even from a decade ago .",NEUTRAL,NEUTRAL,
246,7541,gender,us,"It 's not to say that one gender or race is better than another , but to appreciate that your gender and race is part of gender inequality makes the strengths of a single-sex college more relevant , but they do n't define those strengths for me .",NEUTRAL,NEUTRAL,
247,347242,gender,in,"digital technology , and gender equity and equality , the White House said.It was not immediately clear how the plan would exactlywork orhowmuch **32;1804;TOOLONG .",NEUTRAL,NEUTRAL,
248,459116,gender,ng,"Olufunke Faweya , Director of Africa Operations , remarked our goal is to empower women to thrive and prosper much like Sofi Tucker , our co-founder 's grandmother , did .",NEUTRAL,NEUTRAL,
249,329083,gender,us,Australian PM under fire after bragging women protesters were n't shot Australia 's PM has come under a storm of criticism after he praised the country 's vibrant liberal democracy and gave himself a pat on the back for not meeting women rights protests with bullets .,NEUTRAL,NEUTRAL,
250,459122,gender,ng,"According to the GSMA 's 2019 Mobile Gender Gap Report released recently , mobile is the primary means of internet access in these markets , where 48 per cent of women use mobile to get online .",NEUTRAL,NEUTRAL,
251,439790,gender,tz,"The emergence of digital channels is seen as the best alternative for closing the gender gap in accessing financial services , said Mayra Buvinic , a senior fellow at the Center who conducted the research in Tanzania .",PRO_EQUALITY,PRO_EQUALITY,
252,709390,gender,us,", and Germany remained popular with female and male mobile scholars , but in these global hubs of international science , gender gaps nonetheless persisted .",PRO_EQUALITY,PRO_EQUALITY,
253,411504,gender,gb,"Shortt , 51 , was responding to the new gender equality policy that says 50 per cent of plays commissioned must be by female writers .",PRO_EQUALITY,PRO_EQUALITY,
254,16063,gender,ca,"The executive director of the UN Population Fund , former Nigerian health minister Babatunde Osotimehin , describes the 7-billion milestone as a call to action -- especially in the realm of enabling adolescent girls to stay in school and empowering women to control the number of children they have .",PRO_EQUALITY,PRO_EQUALITY,
255,431706,gender,ph,"The 10-episode show premieres on October 26 and if the pilot ( which was screened during a special Netflix event in Makati City ) is any indication , it 's going to be a series that features witchcraft and the dark arts while remaining rooted in relevant issues : feminism , gender equality , and balancing autonomy and family .",PRO_EQUALITY,PRO_EQUALITY,
256,214734,gender,ke,"Former planner claims retaliation , discrimination in claim against city A former senior transportation planner has filed a claim against the city of Palo Alto , alleging sex discrimination and whistle-blower retaliation .",PRO_EQUALITY,PRO_EQUALITY,
257,464057,gender,gb,"The initiative was first started by Australia 's former sex discrimination commissioner , Elizabeth Broderick , with a focus on how the support of men can champion women .",PRO_EQUALITY,PRO_EQUALITY,
258,241252,gender,in,"In India , where limited social security nets are in place , the financial and social hardships caused by the pandemic can only exacerbate the gender inequality in education .",PRO_EQUALITY,PRO_EQUALITY,
259,109338,gender,sg,"While much has been written about the stereotypes propping up the glass ceiling , most gender difference research has focused upon the assumptions made about women by organisations and their ( predominantly male ) leaders .",PRO_EQUALITY,PRO_EQUALITY,
260,217449,gender,us,"Another hashtag has started to gain traction : #IWill , which encourages men to go on the record pledging future awareness and action in support of women and gender equality .",PRO_EQUALITY,PRO_EQUALITY,
261,741960,gender,in,"By building a robust digital public infrastructure and implementing initiatives that bridge the gender gap , India aims to empower women and promote their leadership at all levels .",PRO_EQUALITY,PRO_EQUALITY,
262,565814,gender,gb,"Gunnar Sivertsen November 15th , 2021 Female researchers are more read and less cited because they more often engage in research for societal progress The gender gap in citations between male and female researchers is well documented .",PRO_EQUALITY,PRO_EQUALITY,
263,611291,gender,ng,"It is clear , the fact that we are still fighting for representation , we are still fighting to be heard , we are still fighting for laws that support gender equality , means that we have missed it .",PRO_EQUALITY,PRO_EQUALITY,
264,829709,gender,in,"Ashima Gulati , shared the encounter on LinkedIn that quickly went viral , igniting conversations around gender bias , professional attire , and societal expectations .",PRO_EQUALITY,PRO_EQUALITY,
265,538244,gender,au,"52 This is a much broader phenomenon than the G20 ; most economic policies and institutions fail to take gender disparities into account , from tax and budget systems to trade regimes .",PRO_EQUALITY,PRO_EQUALITY,
266,405468,gender,za,I wish both the party and it 's candidate the best in the coming election.I am however disappointed that the numbers of women on the list is very very small and for a party founded on the respect of women and gender equality I expected better .,PRO_EQUALITY,PRO_EQUALITY,
267,393896,gender,sg,"REUTERS/Eloy Alonso MADRID ( Reuters ) - Women across Spain went on strike and held street protests against gender inequality on Thursday , including midnight pot-banging rallies , bike demos and demonstrations under the rain in city squares .",PRO_EQUALITY,PRO_EQUALITY,
268,804410,gender,ng,"Aldunge , expressed her admiration , saying , ' It was our honour to recognise the remarkable contributions you 've made as an advocate for gender equality and social justice .",PRO_EQUALITY,PRO_EQUALITY,
269,378325,gender,ie,"The topic of gender pay gaps hit the Irish news last year when it was revealed that a number of well-known companies were not paying this week , Iceland has introduced a new law which makes it illegal to pay men more than women , and has pledged to eradicate gender pay-gap by 2022 .",PRO_EQUALITY,PRO_EQUALITY,
270,33015,gender,nz,"women in senior business Relevant offers The glass ceiling is a reality , and there are still people who believe a woman has no place in the boardroom , a top female accountant says .",PRO_EQUALITY,PRO_EQUALITY,
271,419677,gender,ca,"Seizing upon this remarkable opportunity , Gender Equality Week will kickstart Women Deliver 2019 Mobilization Canada , a pan-Canadian movement which engages with citizens across Canada to improve our country 's leadership on gender equality and to generate increased investment for the health , rights , and well-being of women and girls .",PRO_EQUALITY,PRO_EQUALITY,
272,187235,gender,us,"It is a handsome piece , but the title tells you everything you need to know about gender biases of the late Mad Men era : It 's called Dedicated to the American Secretary .",PRO_EQUALITY,PRO_EQUALITY,
273,701985,gender,us,"Nobody 's Child is also signed up to the Women 's Empowerment Principles ( WEPs ) to promote gender equality and women 's empowerment in the workplace , marketplace , and community .",PRO_EQUALITY,PRO_EQUALITY,
274,756672,gender,in,He had also promised to tackle corruption and resolve the country 's demographic problems by limiting family size and ensuring gender equality through education for girls .,PRO_EQUALITY,PRO_EQUALITY,
275,315417,gender,ng,"She said through her collaborations with her colleagues globally , Mrs Buhari had advocated for girl-child education , healthcare improvement , tackling gender-based violence and advocating for women rights .",PRO_EQUALITY,PRO_EQUALITY,
276,31640,gender,ph,"We were also told that during its 30th anniversary in 2006 , L'Occitane Foundation was seek the economic empowerment of women and men , and preserve knowledge about nature , said Hoffman .",PRO_EQUALITY,PRO_EQUALITY,
277,518153,gender,gb,"The film with the sixth edition of its Femme de Cinema prize , the recipient of which has yet to be announced , and its Femme de Cinema Lab , a think tank exploring ways to achieve gender equality in the film industry run in collaboration with the Collectif 5050x2020 .",PRO_EQUALITY,PRO_EQUALITY,
278,732512,gender,gb,"The research by gender equality charity Chwarae Teg found women in this age group face barriers to remaining in work , and experience disadvantage and discrimination within work .",PRO_EQUALITY,PRO_EQUALITY,
279,11665,gender,in,BASF Worker 's Union demands equal pay The BASF Worker 's Union here is demanding pay parity with their counterparts in Turbhe unit at Navi Mumbai .,PRO_EQUALITY,PRO_EQUALITY,
280,658139,gender,au,"Last year , 37 per cent of Goldman Sachs Australia staff , 24 per cent of its senior managers and none of its key management personnel were women , but 97 per cent of its clerical and administrative staff were female , according to the company 's filing with the Workplace Gender Equality Agency .",PRO_EQUALITY,PRO_EQUALITY,
281,858931,gender,ng,"Implementation of mentorship programmes within organisations to provide women with guidance , support , and role models in their field should be encouraged and forming a strong advocacy coalition through organisations like WIHCN can effectively promote systemic change in how healthcare organisations address gender equity .",PRO_EQUALITY,PRO_EQUALITY,
282,846456,gender,ng,"This capacity building and women empowerment programme will equip more Nigerian women to earn revenue , become economically active , contribute to national development and will ultimately serve to further bridge the gap in gender inclusion .",PRO_EQUALITY,PRO_EQUALITY,
283,99427,gender,pk,Zeb Gohar Ayub was a member of National Assembly and was also a social activist and founder of Bint-e-Hazro which was delicately working for women rights .,PRO_EQUALITY,PRO_EQUALITY,
284,858250,gender,ke,"He also pointed to rising social , racial , and gender inequalities , with hunger and poverty as the President Lula 's efforts to mediate conflicts in Ukraine and the Middle East , global instability continues to rise , fueled by armed conflicts , mounting inequality , and the support of China and North Korea for Moscow 's war in Ukraine .",PRO_EQUALITY,PRO_EQUALITY,
285,388533,gender,ca,"The Government of Canada is investing $858,500 in Global Compact Network Canada ( GCNC ) to carry out a 36-month project that will engage the private sector to eliminate barriers to gender equality faced by women in the workplace .",PRO_EQUALITY,PRO_EQUALITY,
286,189341,gender,gb,"She tackles big topics -- the politics of breastfeeding and the family , gender discrimination , sex and birth -- humorously and with a total lack of pretension .",PRO_EQUALITY,PRO_EQUALITY,
287,470154,gender,sg,"JAG reiterated that these discriminatory laws , which affect the lives of many Malaysians and their families , are inconsistent with the spirit of the Federal Constitution , that supposedly guarantees equality and prohibits gender discrimination .",PRO_EQUALITY,PRO_EQUALITY,
288,735451,gender,nz,"Throughout the 16 years of continuous effort , Cartier Women 's Initiative has established a unique space and community for impact women entrepreneurs to manifest the unbelievable into the tangible and break glass ceilings to pursue gender equality in socially impactful innovations and venture building .",PRO_EQUALITY,PRO_EQUALITY,
289,662510,gender,in,"Their ' Jaago Zara ' was about reclaiming your life and decisions and a reminder to fight Zara ' , their debut album featured ' Kali Mai Diya Salaai ' , a song on women empowerment that rejected bigotry and the absurd expectations that patriarchy lays on women .",PRO_EQUALITY,PRO_EQUALITY,
290,462916,gender,bd,"First , digital solutions are probably the most impactful innovations to accelerate progress towards gender equality , and gender equality in innovation calls for removal of barriers faced by women and girls in their engagement in STEM ( science , technology , engineering and mathematics ) and ICT .",PRO_EQUALITY,PRO_EQUALITY,
291,188240,gender,au,"Tabcorp -- an ASX100 business employing more 750 STEM professionals -- is recognised as one of Australia 's leading supporters for Gender Equality by the federal government 's Workplace Gender Equality Agency , for the second consecutive year .",PRO_EQUALITY,PRO_EQUALITY,
292,100527,gender,au,"Having formed a close partnership with Our Watch in working to eradicate violence against women and children , the league that gender inequality is the core of the problem .",PRO_EQUALITY,PRO_EQUALITY,
293,358664,gender,us,"In addition to fighting for equal pay , we are committed to investing in public child care and ensuring access to paid family leave .",PRO_EQUALITY,PRO_EQUALITY,
294,483838,gender,ng,G7 Ministers Pledge To Make Gender Equality ' Global Cause ' France 's Minister for Gender Equality Marlene Schiappa and her G7 counterparts on Friday signed a joint declaration to make the issue a global cause .,PRO_EQUALITY,PRO_EQUALITY,
295,141985,gender,gb,So what will happen to gender equality if the industries that grow out of this startup ecosystem are the ones where women barely exist ?,PRO_EQUALITY,PRO_EQUALITY,
296,847606,gender,ph,The Philippines has expressed optimism that the proposed Manila Declaration for the promotion of gender equality and women 's participation in peacekeeping will be adopted after the conference .,PRO_EQUALITY,PRO_EQUALITY,
297,699636,gender,my,"In fact , the gender gap for women in technical roles is significant , with only 52 women being promoted to manager for every 100 men , according to McKinsey 's Women in the Workplace 2021 report .",PRO_EQUALITY,PRO_EQUALITY,
298,632194,gender,ng,It preaches the need to close the gender gap and empower women and young girls to seize the opportunities that the tech world offers .,PRO_EQUALITY,PRO_EQUALITY,
299,497104,gender,ph,"The winner-takes-all game was a key point in the history of professional tennis as it helped forward the argument that women were capable athletes , therefore they should receive equal pay for doing the same work their male counterparts do .",PRO_EQUALITY,PRO_EQUALITY,
300,406009,gender,bd,"Presenting a keynote , Dhaka University 's Public Administration Department Professor Dr Salahuddin M Aminuzzaman said every year several ministries promise of spending certain allocation for gender equity but at the end of the fiscal year it is not evaluated or reviewed .",PRO_EQUALITY,PRO_EQUALITY,
301,787988,health,us,"California thinks itself a white knight for healthcare justice , said Tanner Aliff , policy director for the Right on Healthcare at the Texas Public Policy Foundation , Yet the state has failed to realize its Medicaid for All campaign has ironically reduced Between 2016 -- 2019 , California 's rural counties saw a drastic drop in the number of physicians accepting Medicaid .",ANTI_EQUALITY,ANTI_EQUALITY,
302,535511,health,us,And them damn libs are already passing laws in some places that make legal citizens pay more taxes in order to provide illegals with free healthcare .,ANTI_EQUALITY,ANTI_EQUALITY,
303,394132,health,sg,"Roseanne responded , And I should have understood that , you know , you want the government to give everybody free health care ' cause you 're a good-hearted person who ca n't do simple math .",ANTI_EQUALITY,ANTI_EQUALITY,
304,510123,health,za,"Here 's his conclusion ; even with the most cautious assumptions , we simply do n't have the tax base to support the universal healthcare promise that 's been tabled .",ANTI_EQUALITY,ANTI_EQUALITY,
305,686952,health,us,"It 's possible that biological reasons could explain potential differences between races , Kantarci said , or that health disparities could play a role .",ANTI_EQUALITY,ANTI_EQUALITY,
306,410565,health,za,"Van den Heever told TimesLive , This is an absurd infringement on the right to healthcare , as it would force everyone to use a public health system that can not be held to account for performance .",ANTI_EQUALITY,ANTI_EQUALITY,
307,384116,health,ie,"Some EU members are complaining that too many Georgians are applying for political asylum , taking advantage of free health care , or turning to crime .",ANTI_EQUALITY,ANTI_EQUALITY,
308,744143,health,nz,"It may not be the full-bore demand the debate bullhorning around He Puapua that Judith Collins oversaw in 2020 , but the energy of the anti-co-governance argument , reinforced by the last week 's denunciation of race measures in the health equity algorithms , is unmistakable .",ANTI_EQUALITY,ANTI_EQUALITY,
309,46453,health,gb,"We might have a right to healthcare , benefits , votes , for instance ; they have no rights whatsoever and should not be taking advantage of a system that belongs to us .",ANTI_EQUALITY,ANTI_EQUALITY,
310,799955,health,us,"Polling points to a majority of swing voters , 52% , who say restrict access to health care and sports for transgender youth , than to support such candidates .",ANTI_EQUALITY,NEUTRAL,
311,96266,health,us,"Instead of Christ 's Judeo-Christian attitude of abundance , love and generosity that encourages but does not force giving and allows for free markets , the idea of a human right to health care requires forcing others to provide health care against their will in a centrally controlled economy for the fascist nationalist good ...........",ANTI_EQUALITY,ANTI_EQUALITY,
312,853,health,in,"( This ) may not be advantageous in ensuring better access to healthcare for the common man , besides being a deterrent for the advocacy of preventive health , he said .",ANTI_EQUALITY,NEUTRAL,
313,543062,health,us,The president went on to falsely claim he has fought to secure health is involved in a court case seeking to undo such protections -- before dubiously claiming that the radical left wants to provide unlimited free healthcare to illegal aliens .,ANTI_EQUALITY,ANTI_EQUALITY,
314,384977,health,ke,"INCOMPETENTUnspoken , was the incredulity that the UNDP -- one of the most inefficient UN bodies -- would even consider undertaking such a momentous task as universal healthcare .",ANTI_EQUALITY,ANTI_EQUALITY,
315,550641,health,us,"&lt;/p&gt; &lt;p&gt; Without any evidence , both senior levels of government insist allowing such private insurance will reduce public access to health care or let the well-heeled obtain &amp;ldquo ; better&amp;rdquo ; care .",ANTI_EQUALITY,ANTI_EQUALITY,
316,239458,health,gb,"Discuss Yes , indeed forced and there 's no such thing as free health care , such does n't exist anywhere on the planet .",ANTI_EQUALITY,ANTI_EQUALITY,
317,364843,health,us,"It 's Biden 's fault ( and Obama 's ) for signaling to Latin America that if they sent their kids here , they could get in and get fast tracked to free healthcare .",ANTI_EQUALITY,ANTI_EQUALITY,
318,148708,health,gb,Score : 3 sammyb123 Dave Angle1:33pm Thu 3 Nov 16 Cr@p hole and is only suitable for people coming in from Abroad for free health care and benefit scroungers .,ANTI_EQUALITY,ANTI_EQUALITY,
319,577549,health,us,"In fact , recent research by Heckman and his Danish co-author Rasmus the presence of universal pre-K , universal healthcare , and universal college still does not eliminate inequalities that come down to differences in family structure .",ANTI_EQUALITY,ANTI_EQUALITY,
320,501393,health,pk,"These increased costs become even more problematic when one realises that the government is not only depriving access to healthcare for the marginalised , it is also pretending that this is not its intention by making the process to seek out free healthcare much more complicated through allowing patients to give an undertaking regarding their eligibility for the Zakat Fund .",ANTI_EQUALITY,PRO_EQUALITY,
321,134238,health,za,Health- the DA is opposed to free Healthcare and wants to see medical aid companies benefiting from the poor The DA opposes NHI and supports the profits of the private medical industry over the needs of the public at large .,ANTI_EQUALITY,PRO_EQUALITY,
322,125271,health,za,"If developed countries such as Canada and Britain , which have per capita domestic products more than three times greater than South Africa 's , are struggling to meet the demands of patients under their free healthcare for all policies , it is unrealistic to assume South Africa will be able to afford to do so , said the Free Market Foundation .",ANTI_EQUALITY,ANTI_EQUALITY,
323,1656,health,us,"At least we 're free -- unlike all those enslaved people in Finland , Israel and -- universal health care and millions of citizens forced to watch hockey every Saturday night .",ANTI_EQUALITY,PRO_EQUALITY,
